"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";3398;1237;1287;;;;;;0;12055;4292;27577;45.7275;9.7127;289;;;;;;;;;;7;"2023-04-13 09:49:22+02"
"AAA00354976091004203";3401;1231;1281;;;;;;0;12055;4292;27504;45.7275;9.7127;289;;;;;;;;;;3;"2023-04-13 10:04:26+02"
"AAA00354976091004203";3397;1237;1281;;;;;;0;12055;4299;27359;45.7275;9.7127;289;;;;;;;;;;5;"2023-04-13 10:19:30+02"
"AAA00354976091004203";3402;1231;1287;;;;;;0;12055;4292;27359;45.7275;9.7127;289;;;;;;;;;;1;"2023-04-13 10:34:34+02"
"AAA00354976091004203";3402;1237;1287;;;;;;0;12055;4299;27359;45.7275;9.7127;296;;;;;;;;;;0;"2023-04-13 10:49:40+02"
"AAA00354976091004203";3385;1237;1287;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;0;"2023-04-13 11:04:45+02"
"AAA00354976091004203";3398;1237;1356;;;;;;0;12120;4292;27286;45.7275;9.7127;296;;;;;;;;;;0;"2023-04-13 11:19:49+02"
"AAA00354976091004203";3394;1237;1293;;;;;;0;12055;4292;27504;45.7275;9.7127;296;;;;;;;;;;2;"2023-04-13 11:34:53+02"
"AAA00354976091004203";3383;1218;1262;;;;;;0;12055;4299;27359;45.7275;9.7127;296;;;;;;;;;;4;"2023-04-13 11:50:01+02"
"AAA00354976091004203";3394;1206;1243;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;0;"2023-04-13 12:05:06+02"
"AAA00354976091004203";3385;1206;1250;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;1;"2023-04-13 12:20:11+02"
"AAA00354976091004203";3378;1212;1262;;;;;;0;12055;4292;27432;45.7275;9.7127;296;;;;;;;;;;2;"2023-04-13 12:35:16+02"
"AAA00354976091004203";3393;1231;1275;;;;;;0;12055;4299;27359;45.7275;9.7127;296;;;;;;;;;;10;"2023-04-13 12:50:17+02"
