"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";2289;2300;2393;;;;;;0;12055;4299;15778;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 13:03:38+02"
"AAA00354976091004203";2373;2343;2431;;;;;;0;12055;4292;15705;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 13:18:49+02"
"AAA00354976091004203";2420;2381;2468;;;;;;0;12055;4299;15705;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 13:33:55+02"
"AAA00354976091004203";2471;2406;2493;;;;;;0;12055;4292;15778;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 13:49:00+02"
"AAA00354976091004203";2478;2425;2506;;;;;;0;12055;4292;15850;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 14:04:06+02"
"AAA00354976091004203";2494;2425;2506;;;;;;0;12055;4299;15705;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 14:19:06+02"
"AAA00354976091004203";2486;2425;2556;;;;;;0;12120;4286;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 14:34:12+02"
"AAA00354976091004203";2482;2412;2500;;;;;;0;12055;4292;15705;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 14:49:18+02"
"AAA00354976091004203";2476;2393;2475;;;;;;0;12055;4299;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 15:04:23+02"
"AAA00354976091004203";2463;2375;2456;;;;;;0;12055;4299;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 15:19:33+02"
"AAA00354976091004203";2442;2356;2431;;;;;;0;12055;4299;15559;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 15:34:38+02"
